index,type,name,resident,streamed,parentStack
339,xmodelmesh,p7_fence_wood_rustic_01_rung_2_128a_lod05887581e,3088,0,|p7_fence_wood_rustic_01_rung_6_128a|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
340,xmodelmesh,veh_t7_civ_truck_med_vista_frame_shortc7571df8,3360,0,|veh_t7_civ_truck_med_vista_frame_short|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
341,xmodelmesh,veh_t7_turret_sentry_gun_lod26a5e0eac,1952,278784,|veh_t7_turret_sentry_gun_world|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
342,xmodelmesh,p7_aqu_railings_set_metal_end_323e103cf3,240,5344,|p7_aqu_railings_set_metal_end_32|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
343,xmodelmesh,p7_aqu_railings_set_metal_64_lod0be7de4ca,240,6624,|p7_aqu_railings_set_metal_64|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
344,xmodelmesh,p7_aqu_railings_set_metal_32_lod0a1319e69,240,5920,|p7_aqu_railings_set_metal_32|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
345,xmodelmesh,p7_zm_der_pswitch_body_lod0c02f5a4a,800,12128,|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
346,xmodelmesh,p7_dumpster_construction_lod4bc01fb1a,1024,54032,|p7_dumpster_construction_red|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
347,xmodelmesh,p7_beams_construction_stack_wood_white_ends_lod44c33afff,256,7712,|p7_beams_construction_stack_wood_white_ends|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
348,xmodelmesh,p7_construction_hardhat_lod4d09c6d25,240,5792,|p7_construction_hardhat|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
349,xmodelmesh,p7_barrier_construction_lod2aeba0589,240,8368,|p7_barrier_construction|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
350,xmodelmesh,p7_pallet_truck_lod47f09739e,336,23712,|p7_pallet_truck_dirty|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
351,xmodelmesh,p7_hand_truck_horizontal_lod465d896d9,240,20400,|p7_hand_truck_horizontal|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
352,xmodelmesh,veh_t7_civ_truck_med_attch_util_topattach01_lod0cde9ff29,928,11696,|veh_t7_civ_truck_med_attch_util_topattach01_sing_aband|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
353,xmodelmesh,veh_t7_civ_truck_med_attch_boom_lod112d4d20d,1312,64448,|veh_t7_civ_truck_med_attch_boom_sing|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
354,xmodelmesh,veh_t7_civ_truck_med_wheel_back_util_attach_lod128b074d3,480,18224,|veh_t7_civ_truck_med_wheel_back_util_attch_sing_aband|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
355,xmodelmesh,veh_t7_civ_truck_med_wheel_front_util_attach_lod1268073ff,480,13888,|veh_t7_civ_truck_med_wheel_front_util_attch_sing_aband|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
356,xmodelmesh,veh_t7_civ_truck_med_base_util_lod19571995f,3504,1026704,|veh_t7_civ_truck_med_utility1_sing_aband|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
357,xmodelmesh,veh_t7_civ_truck_med_base_util_lod14d42bdcd,3216,186784,|veh_t7_civ_truck_med_utility2_sing|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
358,xmodelmesh,veh_t7_civ_truck_med_attch_util_bumper01_lod087d5e18f,256,11136,|veh_t7_civ_truck_med_attch_util_bumper01_sing_aband|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
359,xmodelmesh,veh_t7_civ_truck_med_attch_util_topattach02_lod0d670b0aa,368,16368,|veh_t7_civ_truck_med_attch_util_topattach02_sing_aband|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
360,xmodelmesh,p7_box_cardboard_a_closed_lod2cb27f4bc,2000,0,|p7_box_cardboard_a_closed|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
361,xmodelmesh,p7_box_cardboard_b_closed_lod26440e140,1568,0,|p7_box_cardboard_b_closed|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
362,xmodelmesh,p7_box_wood_01_long_lod4519affb9,352,11568,|p7_box_wood_01_long|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
363,xmodelmesh,p7_cart_utility_electric_01_guard_lod4b5906985,240,14736,|p7_cart_utility_electric_01_guard|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
364,xmodelmesh,p7_cart_utility_electric_01_seat_lod45b331e11,352,5072,|p7_cart_utility_electric_01_seat|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
365,xmodelmesh,p7_cart_utility_electric_01_steering_wheel_lod4e749b7c5,368,5568,|p7_cart_utility_electric_01_steering_wheel|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
366,xmodelmesh,p7_cart_utility_electric_01_tire_lod4f7f1688d,2192,0,|p7_cart_utility_electric_01_tire|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
367,xmodelmesh,p7_cart_utility_electric_01_body_lod420fc6587,1248,100944,|p7_cart_utility_electric_02|xmodel|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
368,xmodelmesh,p7_toilet_bathroom_lod0cc630055,224,15504,|p7_toilet_bathroom|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
369,xmodelmesh,p7_fxanim_gp_trash_paper_toilet_roll_01_s3_lod021b22aa9,1584,0,|p7_fxanim_gp_trash_paper_toilet_roll_01_s3_mod|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
370,xmodelmesh,p7_newspaper_vintage_folded_single_lod02688b55b,2928,0,|p7_newspaper_vintage_folded_single_blank|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
371,xmodelmesh,c_zom_der_zombie_body2_lod42f45ba3f,608,71152,|c_zom_der_zombie_body2|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
372,xmodelmesh,c_zom_der_head_1_lod4c1179c01,208,16304,|c_zom_der_zombie_head1|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
373,xmodelmesh,p7_sink_ceramic_old_01_lod03a208ce0,464,11984,|p7_sink_ceramic_old_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
374,xmodelmesh,p7_bench_plastic_modern_01_set_lod4ce845452,4112,0,|p7_bench_plastic_modern_01_white|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
375,xmodelmesh,p7_desk_metal_military_015af69efd,352,10352,|p7_desk_metal_military_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
376,xmodelmesh,p7_anim_sin_bar_room_chair_lod08bfbbfe7,240,20912,|p7_anim_sin_bar_room_chair|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
377,xmodelmesh,veh_t7_civ_truck_med_attch_fuelcell_lod13f67335d,480,15040,|veh_t7_civ_truck_med_attch_fuelcell|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
378,xmodelmesh,veh_t7_civ_truck_med_attch_cargo_short_lod1a482dfa9,1232,220336,|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
379,xmodelmesh,veh_t7_civ_truck_med_wheel_back_attach_lod190395f98,480,8944,|veh_t7_civ_truck_med_wheel_back_attch|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
380,xmodelmesh,veh_t7_civ_truck_med_wheel_front_attach_lod18c9f0799,480,6816,|veh_t7_civ_truck_med_wheel_front_attch|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
381,xmodelmesh,veh_t7_civ_truck_med_base_short_lod1a13d9972,2256,933056,|veh_t7_civ_truck_med_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
382,xmodelmesh,veh_t7_civ_truck_med_attch_delivery_lod19cbcd55d,1040,38096,|veh_t7_civ_truck_med_attch_delivery_euro|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
383,xmodelmesh,veh_t7_civ_truck_med_base_short_lod182aca8c,2016,172880,|veh_t7_civ_truck_med_delivery_euro|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
384,xmodelmesh,veh_t7_civ_truck_med_attch_flatbed_lod1dcd31bfc,4432,0,|veh_t7_civ_truck_med_attch_flatbed_ethiopia|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
385,xmodelmesh,veh_t7_civ_truck_med_base_short_lod1799ce398,2032,173168,|veh_t7_civ_truck_med_flatbed_ethiopia|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
386,xmodelmesh,p7_zm_zod_pastry_carts_lod0f61c0f98,800,14640,|p7_zm_zod_pastry_cart_devil_red|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
387,xmodelmesh,veh_t7_civ_car_compact_lod0a9fe1dde,4240,485168,|veh_t7_civ_car_compact_blue_sing|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
388,xmodelmesh,p7_foliage_bush_sakaki_small_01_lod5d30def75,240,4624,|p7_foliage_bush_sakaki_small_01_sway|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
389,xmodelmesh,p7_foliage_flower_bougainvillea_bushyvarient_lod4b0ae3397,480,130592,|p7_foliage_flower_bougainvillea_bushyvarient_snow|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
390,xmodelmesh,p7_foliage_tree_elm_english_autumn_tall_lod788d3df51,480,7984,|p7_foliage_tree_elm_english_tall_vista|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
391,xmodelmesh,p7_cai_table_cafe_01_lod4d602339f,352,5552,|p7_cai_table_cafe_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
392,xmodelmesh,veh_t7_zmb_1940_bus_lod0dedfbc63,2624,184704,|veh_t7_zmb_1940_bus_yellow|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
393,xmodelmesh,p7_sin_bus_stop_shelter_lod4d5b5f7af,576,21200,|p7_sin_bus_stop_shelter|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
394,xmodelmesh,p7_chair_wing_backa3ec0df,2992,0,|p7_chair_wing_back|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
395,xmodelmesh,p7_armoire_wood_varnished_door_right_lod3c5d80fbd,4048,0,|p7_armoire_wood_varnished_door_right|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
396,xmodelmesh,p7_armoire_wood_varnished_door_left_lod3f5203be9,3888,0,|p7_armoire_wood_varnished_door_left|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
397,xmodelmesh,veh_t7_civ_truck_med_attch_extd_delivery_lod118fd378d,928,42064,|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
398,xmodelmesh,veh_t7_civ_truck_med_base_long_lod1954a2262,2016,186288,|veh_t7_civ_truck_med_extd_delivery_vintage|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
399,xmodelmesh,veh_t7_civ_city_car_base_lod02eb607f3,7456,228048,|veh_t7_civ_city_car_orange_zurich|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
400,xmodelmesh,veh_t7_civ_city_car_dead_lod0b84e4e80,1600,144480,|veh_t7_civ_city_car_dead_green|xmodel|veh_t7_civ_city_car_destructible_green|xmodel|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
401,xmodelmesh,p7_cai_light_metal_lamppost_lod0a1705d7,464,4896,|p7_cai_light_metal_lamppost|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
402,xmodelmesh,p7_foliage_tree_redwood_lrg_mid_lod4fbf70127,576,190192,|p7_foliage_tree_redwood_lrg_mid|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
403,xmodelmesh,p7_foliage_tree_redwood_lrg_top_lod473a431be,464,272096,|p7_foliage_tree_redwood_lrg_top|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
404,xmodelmesh,p7_zur_foliage_tree_redwood_lrg_base_01_lod4e535f586,368,7536,|p7_zur_foliage_tree_redwood_lrg_01_lrg|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
405,xmodelmesh,p7_ven_chinese_street_light_v1_lod4bbe5678d,464,9696,|p7_ven_chinese_street_lamp_v1|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
406,xmodelmesh,p7_foliage_bush_sakaki_wall_01_lod458e69889,240,4656,|p7_foliage_bush_sakaki_wall_01_sway|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
407,xmodelmesh,p7_cai_vista_building_slum_01a_lod07a5a677e,3904,0,|p7_cai_vista_building_slum_01a_brown_backlit|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
408,xmodelmesh,p7_cai_vista_building_slum_01c_lod023d3cf32,2128,0,|p7_cai_vista_building_slum_01c_backlit|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
409,xmodelmesh,p7_fxanim_gp_trash_bag_sml_01_lod08d414f18,2016,0,|p7_fxanim_gp_trash_bag_small_01_green_s3_mod|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
410,xmodelmesh,p7_fxanim_gp_trash_bag_sml_02_lod0fe9bc5a8,2384,0,|p7_fxanim_gp_trash_bag_small_02_green_s3_mod|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
411,xmodelmesh,p7_flag_pole_base_01_lod097fd2232,240,13584,|p7_flag_pole_base_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
412,xmodelmesh,p7_flag_pole_25_feet_lod013b24c0f,352,12368,|p7_flag_pole_25_feet_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
413,xmodelmesh,p7_bag_duffel_military_lod4e0355936,240,9248,|p7_bag_duffel_military|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
414,xmodelmesh,p7_bag_satchel_modern_black_lod4cbf5317b,576,33472,|p7_bag_satchel_modern_black|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
415,xmodelmesh,p7_debris_trash_paperbag_01_lod041d39925,1408,0,|p7_debris_trash_paperbag_01_wet|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
416,xmodelmesh,p7_breadbag_flat_lod037b60891,224,4384,|p7_breadbag_flat|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
417,xmodelmesh,p7_dispenser_paper_towel_lod4655744ea,464,6768,|p7_dispenser_paper_towel|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
418,xmodelmesh,p7_purel_dispenser_lod09e4f1144,1824,0,|p7_purel_dispenser|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
419,xmodelmesh,p7_sandbag_stack_32_middle_lod2ada6859f,352,45712,|p7_sandbag_short|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
420,xmodelmesh,p7_sandbag_stack_32_right_lod2aa23071f,352,33760,|p7_sandbag_short_right|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
421,xmodelmesh,p7_sandbag_stack_32_left_lod295aad8ff,352,30528,|p7_sandbag_stack_32_left|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
422,xmodelmesh,p7_sandbag_stack_32_middle_vista_lod0c472b1ac,352,5616,|p7_sandbag_stack_32_middle_vista|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
423,xmodelmesh,p7_sandbag_stack_44_middle_lod42aa2ac05,352,8352,|p7_sandbag_stack_44_middle|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
424,xmodelmesh,p7_sandbag_stack_44_end_lod2e38a76df,352,30992,|p7_sandbag_stack_44_end|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
425,xmodelmesh,p7_eth_foliage_grass_tall_lod283ad0ef2,240,6912,|p7_eth_foliage_grass_tall_wild|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
426,xmodelmesh,p7_debris_junkyard_scrap_pile_02_lod1a86ed393,240,6736,|p7_debris_junkyard_scrap_pile_02|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
427,xmodelmesh,p7_debris_junkyard_scrap_pile_03_lod0b6fbe53f,3312,0,|p7_debris_junkyard_scrap_pile_03|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
428,xmodelmesh,p7_debris_junkyard_scrap_bit_01_lod0d53d6c82,2016,0,|p7_debris_junkyard_scrap_bit_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
429,xmodelmesh,p7_debris_junkyard_scrap_bit_03_lod04553fc77,1216,0,|p7_debris_junkyard_scrap_bit_03|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
430,xmodelmesh,p7_debris_junkyard_scrap_bit_02_lod03ec7b5d1,1664,0,|p7_debris_junkyard_scrap_bit_02|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
431,xmodelmesh,p7_eth_rock_medium_01_lod067fb6a8e,240,7696,|p7_biodome_rock_medium_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
432,xmodelmesh,p7_pipe_metal_hp_4_straight_16_lod0c73e544a,2336,0,|p7_pipe_metal_hp_4_straight_16_grey_dk|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
433,xmodelmesh,p7_pipe_metal_hp_4_elbow_90_lod0c9106137,3136,0,|p7_pipe_metal_hp_4_elbow_90_bare|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
434,xmodelmesh,p7_anim_zm_barricade_board_01_lod080d2d065,240,5104,|p7_anim_zm_barricade_board_01|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
435,xmodelmesh,p7_anim_zm_barricade_board_02_lod014b845ac,4032,0,|p7_anim_zm_barricade_board_02|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
436,xmodelmesh,p7_anim_zm_barricade_board_03_lod0e436a2ad,4128,0,|p7_anim_zm_barricade_board_03|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
437,xmodelmesh,p7_anim_zm_barricade_board_04_lod0f3b15342,240,5216,|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
438,xmodelmesh,p7_anim_zm_barricade_board_05_lod0543f9a9a,4032,0,|p7_anim_zm_barricade_board_05|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
439,xmodelmesh,p7_anim_zm_barricade_board_06_lod010010904,4080,0,|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
440,xmodelmesh,c_zom_zod_zombie_fem_body1_g_rarmspawn_lod08155b704,368,5120,|c_zom_zod_zombie_fem_body1_g_rarmspawn|xmodel|c_zom_der_zombie_gib_def|scriptbundle|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
441,xmodelmesh,c_zom_zod_zombie_fem_body1_g_rlegspawn_lod053f29eef,4208,0,|c_zom_zod_zombie_fem_body1_g_rlegspawn|xmodel|c_zom_der_zombie_gib_def|scriptbundle|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
442,xmodelmesh,c_zom_zod_zombie_fem_body1_g_larmspawn_lod0539c617e,368,5088,|c_zom_zod_zombie_fem_body1_g_larmspawn|xmodel|c_zom_der_zombie_gib_def|scriptbundle|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
443,xmodelmesh,c_zom_zod_zombie_fem_body1_g_llegspawn_lod056fb478,4240,0,|c_zom_zod_zombie_fem_body1_g_llegspawn|xmodel|c_zom_der_zombie_gib_def|scriptbundle|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
444,xmodelmesh,c_zom_der_helmet_1_lod440e19ebe,224,4352,|c_zom_der_zombie_helmet1|xmodel|c_zom_der_zombie2|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
445,xmodelmesh,c_zom_der_head_2_lod410b5a201,208,14640,|c_zom_der_zombie_head2|xmodel|c_zom_der_zombie_headalias|xmodelalias|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
446,xmodelmesh,c_zom_der_head_3_lod4e605e8d0,208,17952,|c_zom_der_zombie_head3|xmodel|c_zom_der_zombie_headalias|xmodelalias|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
447,xmodelmesh,c_zom_der_zombie_body1_g_behead_lod4e68ab97e,2800,0,|c_zom_der_zombie_body1_g_behead|xmodel|c_zom_der_zombie1_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
448,xmodelmesh,c_zom_der_zombie_body1_g_lowclean_lod41da35f97,320,23600,|c_zom_der_zombie_body1_g_lowclean|xmodel|c_zom_der_zombie1_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
449,xmodelmesh,c_zom_der_zombie_body1_g_rlegoff_lod4b95a1e19,416,16112,|c_zom_der_zombie_body1_g_rlegoff|xmodel|c_zom_der_zombie1_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
450,xmodelmesh,c_zom_der_zombie_body1_g_llegoff_lod472b7e0e,416,20544,|c_zom_der_zombie_body1_g_llegoff|xmodel|c_zom_der_zombie1_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
451,xmodelmesh,c_zom_der_zombie_body1_g_blegsoff_lod4e6f7b2a0,416,13024,|c_zom_der_zombie_body1_g_blegsoff|xmodel|c_zom_der_zombie1_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
452,xmodelmesh,c_zom_der_zombie_body2_g_upclean_lod4e3ae1925,608,51184,|c_zom_der_zombie_body2_g_upclean|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
453,xmodelmesh,c_zom_der_zombie_body2_g_rarmoff_lod4e6aed839,704,42736,|c_zom_der_zombie_body2_g_rarmoff|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
454,xmodelmesh,c_zom_der_zombie_body2_g_larmoff_lod4ca247a33,704,47472,|c_zom_der_zombie_body2_g_larmoff|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
455,xmodelmesh,c_zom_der_zombie_body2_g_behead_lod4adfd81c9,2288,0,|c_zom_der_zombie_body2_g_behead|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
456,xmodelmesh,c_zom_der_zombie_body2_g_lowclean_lod42f32ddfb,320,20240,|c_zom_der_zombie_body2_g_lowclean|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
457,xmodelmesh,c_zom_der_zombie_body2_g_rlegoff_lod4f6abfafb,416,15696,|c_zom_der_zombie_body2_g_rlegoff|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
458,xmodelmesh,c_zom_der_zombie_body2_g_llegoff_lod4501501a8,416,16864,|c_zom_der_zombie_body2_g_llegoff|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
459,xmodelmesh,c_zom_der_zombie_body2_g_blegsoff_lod4b5d88c29,416,12384,|c_zom_der_zombie_body2_g_blegsoff|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
