Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
kino_top_spark,,,_NSZ\Kino_Tele\top_spark_00_PCM.wav,,,UIN_MOD,,,,,,,,,0,0,80,80,0,1000,1000,,,,,,,,,,,,,,,,3d,front,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kino_activate_start,,,_NSZ\Kino_Tele\activate_start_PCM.wav,,,UIN_MOD,,,,,,,,,0,0,80,80,0,1000,1000,,,,,,,,,,,,,,,,3d,front,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kino_arc_loop,,,_NSZ\Kino_Tele\arc_loop_00_l_PCM.wav,,,UIN_MOD,,,,,,,,,0,0,80,80,0,1000,1000,,,,,,,,,,,,,,,,3d,front,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kino_beam_fx,,,_NSZ\Kino_Tele\beam_fx_PCM.wav,,,UIN_MOD,,,,,,,,,0,0,80,80,0,1000,1000,,,,,,,,,,,,,,,,3d,front,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kino_cooldown,,,_NSZ\Kino_Tele\cooldown_PCM.wav,,,UIN_MOD,,,,,,,,,0,0,75,75,0,1000,1000,,,,,,,,,,,,,,,,2d,front,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kino_activate_finish,,,_NSZ\Kino_Tele\activate_finish_PCM.wav,,,UIN_MOD,,,,,,,,,0,0,80,80,0,1000,1000,,,,,,,,,,,,,,,,3d,front,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# My Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
song,,,nathan\music2.wav,,,UIN_MOD,,,,,BUS_MUSIC,grp_music,,,,,100,100,,,,,,,,,,,,,,100,100,0,1,,2d,music_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
song_easter_egg1,,,nathan\music3.wav,,,UIN_MOD,,,,,BUS_MUSIC,grp_music,,,,,100,100,,,,,,,,,,,,,,100,100,0,1,,2d,music_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
music4,,,nathan\music4.wav,,,UIN_MOD,,,,,BUS_MUSIC,grp_music,,,,,100,100,,,,,,,,,,,,,,100,100,0,1,,2d,music_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
music4,,,nathan\music4.wav,,,UIN_MOD,,,,,,,,,0,0,100,100,0,900,1000,,,,,,,,,,,,,,,,3d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MADE BY GRAFFITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CREDITS TO HITMANVERE FOR A FEW MISSING ALIASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# GUN SOUNDS & CRAFT SOUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#MX Garand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ar_m1garand_fire_plr,,,wpn\garand_fire.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p_shot,,,,90,90,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ar_m1garand_fire_npc,,,wpn\garand_fire_last.wav,,,UIN_MOD,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ar_m1garand_fire_pap_plr,,,wpn\garand_fire_upgraded.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p_shot,,,,90,90,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ar_m1garand_fire_pap_npc,,,wpn\garand_fire_upgraded_last.wav,,,UIN_MOD,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ar_m1garand_fire_last_plr,,,wpn\garand_fire_last.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p_shot,,,,90,90,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ar_m1garand_fire_last_npc,,,wpn\garand_fire_last.wav,,,UIN_MOD,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_garand_bolt_back,,,wpn\garand_bolt_back.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_garand_clip_in,,,wpn\garand_mag_in.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_garand_bolt_forward,,,wpn\garand_bolt_forward.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Thundergun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_thundergun_fire_plr,,,wpn\thundergun_fire.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p_shot,,,,100,100,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_thundergun_fire_npc,,,wpn\thundergun_fire.wav,,,UIN_MOD,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_thundergun_fire_pap_plr,,,wpn\thundergun_fire.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p_shot,,,,100,100,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_thundergun_fire_pap_npc,,,wpn\thundergun_fire.wav,,,UIN_MOD,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_thundergun_fire_plr_last,,,wpn\wpn_thundergun_fire_last_plr.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p_shot,,,,100,100,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_thundergun_fire_npc_last,,,wpn\wpn_thundergun_fire_last_plr.wav,,,UIN_MOD,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_thundergun_first_raise,,,wpn\fly_thunder_first_raise.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_thundergun_cell_replace,,,wpn\thundergun_cell_replace.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_thundergun_cell_lock,,,wpn\thundergun_cell_slide_lock.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_thundergun_cell_eject,,,wpn\thundergun_eject.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_thundergun_cell_on,,,wpn\thundergun_cell_on.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PPSh-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_plr,,,wpn\wpn_smg_ppsh_loop.wav,,,GRP_WPN,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_npc,,,wpn\wpn_smg_ppsh_loop.wav,,,GRP_WPN,,,,,BUS_FX,,,,,,35,40,50,400,401,,,,,10,oldest,2,oldest,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_pap_plr,,,wpn\wpn_smg_ppsh_pap_loop.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_3p,,,,90,90,,,,,,,,,,,,,,,,,,,2d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_pap_npc,,,wpn\wpn_smg_ppsh_pap_loop.wav,,,GRP_WPN,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#HG-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mp40_mag_out,,,wpn\mp40_mag_out.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mp40_mag_in,,,wpn\mp40_mag_in.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mp40_bolt_lock,,,wpn\mp40_charge.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mp40_bolt_release,,,wpn\mp40_charge.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Peacekeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ar_peacekeeper_fire_plr,,,wpn\wpn_ar_pk_loop_act1.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,83,85,,,,,,,,,,,,,,,,,,,2d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ar_peacekeeper_fire_npc,,,wpn\wpn_ar_pk_loop_act1.wav,,,GRP_WPN,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ar_peacekeeper_fire_last_plr,,,wpn\wpn_ar_pk_stop_ads.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,83,85,,,,,,,,,,,,,,,,,,,2d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ar_peacekeeper_fire_last_npc,,,wpn\wpn_ar_pk_stop_ads.wav,,,GRP_WPN,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_pk_bolt_back,,,wpn\pk_bolt_back.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_pk_mag_in,,,wpn\pk_mag_in.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,90,90,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_pk_mag_out,,,wpn\pk_mag_out.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,90,90,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_pk_bolt_forward,,,wpn\pk_bolt_release.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#FFAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ar_famas_fire_plr,,,wpn\wpn_ar_famas_loop_act1.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,75,80,,,,,,,,,,,,,,,,,,,2d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ar_famas_fire_npc,,,wpn\wpn_ar_famas_loop_act1.wav,,,GRP_WPN,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ar_famas_fire_pap_plr,,,wpn\wpn_ar_famas_pap_loop.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,90,90,,,,,,,,,,,,,,,,,,,2d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ar_famas_fire_pap_npc,,,wpn\wpn_ar_famas_pap_loop.wav,,,GRP_WPN,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_famas_bolt_back,,,wpn\famas_futz.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p,,,,75,80,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_famas_mag_in,,,wpn\famas_mag_in.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p,,,,75,80,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_famas_mag_out,,,wpn\famas_mag_out.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p,,,,75,80,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#M1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_thompson_fire_plr,,,wpn\wpn_smg_thompson_loop1.wav,,,GRP_WPN,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_thompson_fire_npc,,,wpn\wpn_smg_thompson_loop1.wav,,,GRP_WPN,,,,,BUS_FX,,,,,,35,40,50,400,401,,,,,10,oldest,2,oldest,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_thompson_fire_pap_plr,,,wpn\wpn_smg_thompson_loop_pap.wav,,,GRP_WPN,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_thompson_fire_pap_npc,,,wpn\wpn_smg_thompson_loop_pap.wav,,,GRP_WPN,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_tommy_mag_out,,,wpn\fly_kiparis_mag_out.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p,,,,75,80,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_tommy_mag_in,,,wpn\fly_kiparis_mag_in.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p,,,,75,80,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_tommy_bolt_back,,,wpn\fly_assault_bb.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p,,,,75,80,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_tommy_bolt_forward,,,wpn\fly_assault_bf.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p,,,,75,80,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ray Gun Mark 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_rh_plr,,,wpn\wpn_mk3_rh_fire.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,83,85,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_rh_npc,,,wpn\wpn_mk3_rh_fire.wav,,,GRP_WPN,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_rh_last_plr,,,wpn\wpn_mk3_rh_fire_last.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,90,100,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_rh_last_npc,,,wpn\wpn_mk3_rh_fire_last.wav,,,GRP_WPN,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_lh_plr,,,wpn\wpn_mk3_lh_fire.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,83,85,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_lh_npc,,,wpn\wpn_mk3_lh_fire.wav,,,GRP_WPN,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_lh_first,,,wpn\fly_mkiii_reload_lh_first.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,83,85,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_rh_first,,,wpn\fly_mkiii_reload_rh_first.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,83,85,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_lh_gears,,,wpn\fly_mkiii_reload_lh_gears.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,75,85,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
